"Date","Reference","Category","Outcome","Type","Priority","Status","Score","Venue","Reported By","Assigned To","Severity","Area","Teams"
"01/03/2024 10:14","SEC000472","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-44-58","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:13","SEC000471","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-43-38","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:12","SEC000470","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-42-29","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:10","SEC000469","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-40-49","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:09","SEC000468","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-39-46","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:08","SEC000467","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-38-32","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:07","SEC000466","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-37-53","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:07","SEC000465","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 01_04-37-16","Satish Kumar","-","Moderate","-","-"
"01/03/2024 10:06","AA000464","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 01_04-36-30","Satish Kumar","-","Major","-","-"
"01/03/2024 10:05","AA000463","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 01_04-35-51","Satish Kumar","-","Major","-","-"
"01/01/2020 10:36","SEC000462","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_05-06-37","Satish Kumar","Satish Kumar","Moderate","-","-"
"23/02/2024 10:34","SEC000461","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_05-04-59","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:33","SEC000460","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_05-03-47","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:32","SEC000459","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_05-02-43","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:31","SEC000458","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_05-01-10","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:30","SEC000457","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_05-00-12","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:28","SEC000456","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_04-59-03","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:28","SEC000455","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_04-58-28","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:27","SEC000454","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 23_04-57-56","Satish Kumar","-","Moderate","-","-"
"23/02/2024 10:27","AA000453","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 23_04-57-15","Satish Kumar","-","Major","-","-"
"23/02/2024 10:26","AA000452","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 23_04-56-41","Satish Kumar","-","Major","-","-"
"01/01/2020 11:35","SEC000451","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_06-05-34","Satish Kumar","Satish Kumar","Moderate","-","-"
"19/02/2024 11:33","SEC000450","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_06-03-55","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:32","SEC000449","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_06-02-43","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:31","SEC000448","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_06-01-39","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:29","SEC000447","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_06-00-06","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:28","SEC000446","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_05-59-09","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:27","SEC000445","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_05-58-01","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:27","SEC000444","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_05-57-26","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:26","SEC000443","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 19_05-56-54","Satish Kumar","-","Moderate","-","-"
"19/02/2024 11:26","AA000442","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 19_05-56-12","Satish Kumar","-","Major","-","-"
"19/02/2024 11:25","AA000441","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 19_05-55-39","Satish Kumar","-","Major","-","-"
"01/01/2020 16:38","SEC000440","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-08-39","Satish Kumar","Satish Kumar","Moderate","-","-"
"16/02/2024 16:36","SEC000439","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-07-00","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:35","SEC000438","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-05-47","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:34","SEC000437","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-04-41","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:32","SEC000436","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-03-09","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:32","SEC000435","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-02-12","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:30","SEC000434","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-01-04","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:30","SEC000433","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_11-00-27","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:29","SEC000432","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_10-59-52","Satish Kumar","-","Moderate","-","-"
"16/02/2024 16:28","AA000431","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 16_10-59-09","Satish Kumar","-","Major","-","-"
"16/02/2024 16:28","AA000430","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 16_10-58-39","Satish Kumar","-","Major","-","-"
"01/01/2020 11:06","SEC000429","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-36-34","Satish Kumar","Satish Kumar","Moderate","-","-"
"16/02/2024 11:04","SEC000428","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-34-55","Satish Kumar","-","Moderate","-","-"
"16/02/2024 11:03","SEC000427","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-33-43","Satish Kumar","-","Moderate","-","-"
"16/02/2024 11:02","SEC000426","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-32-39","Satish Kumar","-","Moderate","-","-"
"16/02/2024 11:00","SEC000425","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-31-06","Satish Kumar","-","Moderate","-","-"
"16/02/2024 10:59","SEC000424","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-30-09","Satish Kumar","-","Moderate","-","-"
"16/02/2024 10:58","SEC000423","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-29-01","Satish Kumar","-","Moderate","-","-"
"16/02/2024 10:58","SEC000422","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-28-25","Satish Kumar","-","Moderate","-","-"
"16/02/2024 10:57","SEC000421","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 16_05-27-53","Satish Kumar","-","Moderate","-","-"
"16/02/2024 10:57","AA000420","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 16_05-27-10","Satish Kumar","-","Major","-","-"
"16/02/2024 10:56","AA000419","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 16_05-26-37","Satish Kumar","-","Major","-","-"
"16/02/2024 11:03","AIA000418","Audits, Inspections & Assessments","Audits, Visits, and Inspections","Audit","Medium","New (Reported/Submitted)","-","mmm","Satish Kumar","-","Moderate","-","-"
"09/02/2024 16:04","SEC000417","Security & Crime","Violence","Verbal Abuse","Medium","Emergency Services (On Scene)","-","Automated Name 06_15-11-11","Satish Kumar","Vaishakh Pai","Critical","-","-"
"01/01/2020 20:41","SEC000416","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 06_15-11-11","Satish Kumar","Satish Kumar","Minor","-","-"
"06/02/2024 20:38","SEC000415","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 06_15-08-43","Satish Kumar","Satish Kumar","Minor","-","-"
"06/02/2024 20:36","SEC000414","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 06_15-06-53","Satish Kumar","Satish Kumar","Minor","-","-"
"06/02/2024 20:34","SEC000413","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 06_15-04-38","Satish Kumar","Satish Kumar","Minor","-","-"
"06/02/2024 20:32","SEC000412","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","Automated Name 06_15-03-03","Satish Kumar","Satish Kumar","Minor","-","-"
"06/02/2024 20:31","SEC000411","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_15-02-04","Satish Kumar","Matt Loveday","Moderate","-","-"
"06/02/2024 20:30","SEC000410","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_15-00-55","Satish Kumar","Satish Kumar","Moderate","-","-"
"02/02/2024 16:07","SEC000398","Security & Crime","Criminal Activities","Theft","High","Under Investigation","-","Automated Name 02_05-58-21","Vaishakh Pai","Matt Loveday","Major","-","-"
"02/02/2024 11:59","SEC000382","Security & Crime","Violence","Verbal Abuse","Low","Under Investigation","-","dsf","Satish Kumar","Satish Kumar","Major","-","-"
"19/01/2024 12:09","SEC000259","Security & Crime","Criminal Activities","Theft","High","New (Reported/Submitted)","-","Test location","Vaishakh Pai","Satish Kumar","Major","-","-"
"19/01/2024 10:36","SEC000249","Security & Crime","Violence","Verbal Abuse","Medium","Under Investigation","-","Point of Interest","Satish Kumar","Matt Loveday","Moderate","-","-"
"29/12/2023 18:08","SEC000062","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 12:49","OP000050","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 12:25","SEC000049","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 11:57","SEC000048","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 11:55","OP000047","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 11:44","SEC000046","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 11:37","OP000045","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 11:07","OP000044","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 10:58","OP000043","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 10:46","OP000042","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 10:32","OP000041","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"28/12/2023 10:30","OP000040","Operations","Complaints","Cleaning Complaint","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 17:31","SEC000037","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 16:04","SEC000033","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 16:01","SEC000032","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 15:37","SEC000031","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 15:07","SEC000030","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 15:02","SEC000029","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 13:51","SEC000028","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 13:17","SEC000027","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 12:23","SEC000025","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 12:22","SEC000024","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
"27/12/2023 12:16","SEC000023","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Point of Interest","Vaishakh Pai","Vaishakh Pai","Moderate","-","-"
